,Filepaths,Labels
1272,preprocessed_images\Aphid\320235718.jpg,Aphid
1273,preprocessed_images\Aphid\320243973.jpg,Aphid
1274,preprocessed_images\Aphid\320247462.jpg,Aphid
1275,preprocessed_images\Aphid\320247494.jpg,Aphid
1276,preprocessed_images\Aphid\320252519.jpg,Aphid
1277,preprocessed_images\Aphid\320253565.jpg,Aphid
1278,preprocessed_images\Aphid\320253621.jpg,Aphid
1279,preprocessed_images\Aphid\320267419.jpg,Aphid
1280,preprocessed_images\Aphid\320269212.jpg,Aphid
1281,preprocessed_images\Aphid\320279026.jpg,Aphid
1282,preprocessed_images\Aphid\320279090.jpg,Aphid
1283,preprocessed_images\Aphid\320279156.jpg,Aphid
1284,preprocessed_images\Aphid\320279212.jpg,Aphid
1285,preprocessed_images\Aphid\320287540.jpg,Aphid
1286,preprocessed_images\Aphid\320287568.jpg,Aphid
1287,preprocessed_images\Aphid\320287591.jpg,Aphid
1288,preprocessed_images\Aphid\320291355.jpg,Aphid
1289,preprocessed_images\Aphid\320313170.jpg,Aphid
1290,preprocessed_images\Aphid\320336854.jpg,Aphid
1291,preprocessed_images\Aphid\320336889.jpg,Aphid
1292,preprocessed_images\Aphid\320336898.jpg,Aphid
1293,preprocessed_images\Aphid\320357933.jpg,Aphid
1294,preprocessed_images\Aphid\320423125.jpg,Aphid
1295,preprocessed_images\Aphid\320423144.jpg,Aphid
1296,preprocessed_images\Aphid\320436842.jpg,Aphid
1297,preprocessed_images\Aphid\320442398.jpg,Aphid
1298,preprocessed_images\Aphid\320482164.jpg,Aphid
1299,preprocessed_images\Aphid\320515294.jpg,Aphid
1300,preprocessed_images\Aphid\320516931.jpg,Aphid
1301,preprocessed_images\Aphid\320541500.jpg,Aphid
1302,preprocessed_images\Aphid\320546103.jpg,Aphid
1303,preprocessed_images\Aphid\320546182.jpg,Aphid
1304,preprocessed_images\Aphid\320550411.jpg,Aphid
1305,preprocessed_images\Aphid\320560881.jpg,Aphid
1306,preprocessed_images\Aphid\320562573.jpg,Aphid
1307,preprocessed_images\Aphid\320562674.jpg,Aphid
1308,preprocessed_images\Aphid\320562783.jpg,Aphid
1309,preprocessed_images\Aphid\320562882.jpg,Aphid
1310,preprocessed_images\Aphid\320569907.jpg,Aphid
1311,preprocessed_images\Aphid\320569944.jpg,Aphid
1312,preprocessed_images\Aphid\320580115.jpg,Aphid
1313,preprocessed_images\Aphid\320580160.jpg,Aphid
1314,preprocessed_images\Aphid\320580304.jpg,Aphid
1315,preprocessed_images\Aphid\320585385.jpg,Aphid
1316,preprocessed_images\Aphid\320585435.jpg,Aphid
1317,preprocessed_images\Aphid\320585527.jpg,Aphid
1318,preprocessed_images\Aphid\320585893.jpg,Aphid
1319,preprocessed_images\Aphid\320585939.jpg,Aphid
1320,preprocessed_images\Aphid\320585997.jpg,Aphid
1321,preprocessed_images\Aphid\320586059.jpg,Aphid
1322,preprocessed_images\Aphid\320590151.jpg,Aphid
1323,preprocessed_images\Aphid\320595575.jpg,Aphid
1324,preprocessed_images\Aphid\320595610.jpg,Aphid
1325,preprocessed_images\Aphid\320595656.jpg,Aphid
1326,preprocessed_images\Aphid\320616713.jpg,Aphid
1327,preprocessed_images\Aphid\320616768.jpg,Aphid
1328,preprocessed_images\Aphid\320616821.jpg,Aphid
1329,preprocessed_images\Aphid\320624270.jpg,Aphid
1330,preprocessed_images\Aphid\320625864.jpg,Aphid
1331,preprocessed_images\Aphid\320625927.jpg,Aphid
1332,preprocessed_images\Aphid\320628941.jpg,Aphid
1333,preprocessed_images\Aphid\320634257.jpg,Aphid
1334,preprocessed_images\Aphid\320644739.jpg,Aphid
1335,preprocessed_images\Aphid\320690912.jpg,Aphid
1336,preprocessed_images\Aphid\320692720.jpg,Aphid
1337,preprocessed_images\Aphid\320694860.jpg,Aphid
1338,preprocessed_images\Aphid\320696134.jpg,Aphid
1339,preprocessed_images\Aphid\320696170.jpg,Aphid
1340,preprocessed_images\Aphid\320765516.jpg,Aphid
1341,preprocessed_images\Aphid\320765539.jpg,Aphid
1342,preprocessed_images\Aphid\320781819.jpg,Aphid
1343,preprocessed_images\Aphid\320793251.jpg,Aphid
1344,preprocessed_images\Aphid\320824050.jpg,Aphid
1345,preprocessed_images\Aphid\320827854.jpg,Aphid
1346,preprocessed_images\Aphid\320847309.jpg,Aphid
1347,preprocessed_images\Aphid\320873061.jpg,Aphid
1348,preprocessed_images\Aphid\320875756.jpg,Aphid
1349,preprocessed_images\Aphid\320879015.jpg,Aphid
1350,preprocessed_images\Aphid\320879688.jpg,Aphid
1351,preprocessed_images\Aphid\320895120.jpg,Aphid
1352,preprocessed_images\Aphid\320897848.jpg,Aphid
1353,preprocessed_images\Aphid\320897874.jpg,Aphid
1354,preprocessed_images\Aphid\320919282.jpg,Aphid
1355,preprocessed_images\Aphid\320919322.jpg,Aphid
1356,preprocessed_images\Aphid\320919374.jpg,Aphid
1357,preprocessed_images\Aphid\320919394.jpg,Aphid
1358,preprocessed_images\Aphid\320919418.jpg,Aphid
1359,preprocessed_images\Aphid\320947511.jpg,Aphid
1360,preprocessed_images\Aphid\320948896.jpg,Aphid
1361,preprocessed_images\Aphid\320952175.jpg,Aphid
1362,preprocessed_images\Aphid\320961967.jpg,Aphid
1363,preprocessed_images\Aphid\320974269.jpg,Aphid
1364,preprocessed_images\Aphid\320974279.jpg,Aphid
1365,preprocessed_images\Aphid\320974295.jpg,Aphid
1366,preprocessed_images\Aphid\320974314.jpg,Aphid
1367,preprocessed_images\Aphid\320990165.jpg,Aphid
1368,preprocessed_images\Aphid\321025293.jpg,Aphid
1369,preprocessed_images\Aphid\321025298.jpg,Aphid
1370,preprocessed_images\Aphid\321065072.jpg,Aphid
1371,preprocessed_images\Aphid\321066287.jpg,Aphid
1372,preprocessed_images\Aphid\321077634.jpg,Aphid
1373,preprocessed_images\Aphid\321116341.jpg,Aphid
1374,preprocessed_images\Aphid\321144995.jpg,Aphid
1375,preprocessed_images\Aphid\321145028.jpg,Aphid
1376,preprocessed_images\Aphid\321145714.jpg,Aphid
1377,preprocessed_images\Aphid\321145745.jpg,Aphid
1378,preprocessed_images\Aphid\321145870.jpg,Aphid
1379,preprocessed_images\Aphid\321179929.jpg,Aphid
1380,preprocessed_images\Aphid\321181371.jpg,Aphid
1381,preprocessed_images\Aphid\321182455.jpg,Aphid
1382,preprocessed_images\Aphid\321182535.jpg,Aphid
1383,preprocessed_images\Aphid\321182862.jpg,Aphid
1384,preprocessed_images\Aphid\321182881.jpg,Aphid
1385,preprocessed_images\Aphid\321182895.jpg,Aphid
1386,preprocessed_images\Aphid\321182922.jpg,Aphid
1387,preprocessed_images\Aphid\321182926.jpg,Aphid
1388,preprocessed_images\Aphid\321194961.jpg,Aphid
1389,preprocessed_images\Aphid\321203585.jpg,Aphid
1390,preprocessed_images\Aphid\321206507.jpg,Aphid
1391,preprocessed_images\Aphid\321206519.jpg,Aphid
1392,preprocessed_images\Aphid\321223254.jpg,Aphid
1393,preprocessed_images\Aphid\321227553.jpg,Aphid
1394,preprocessed_images\Aphid\321229726.jpg,Aphid
1395,preprocessed_images\Aphid\321233136.jpg,Aphid
1396,preprocessed_images\Aphid\321244427.jpg,Aphid
1397,preprocessed_images\Aphid\321244452.jpg,Aphid
1398,preprocessed_images\Aphid\321338252.jpg,Aphid
1399,preprocessed_images\Aphid\321339255.jpg,Aphid
1400,preprocessed_images\Aphid\321339289.jpg,Aphid
1401,preprocessed_images\Aphid\321354330.jpg,Aphid
1402,preprocessed_images\Aphid\321361605.jpg,Aphid
1403,preprocessed_images\Aphid\321387758.jpg,Aphid
1404,preprocessed_images\Aphid\321399606.jpg,Aphid
1405,preprocessed_images\Aphid\321401827.jpg,Aphid
1406,preprocessed_images\Aphid\321401845.jpg,Aphid
1407,preprocessed_images\Aphid\321410638.jpg,Aphid
1408,preprocessed_images\Aphid\321414940.jpg,Aphid
1409,preprocessed_images\Aphid\321414969.jpg,Aphid
1410,preprocessed_images\Aphid\321414983.jpg,Aphid
1411,preprocessed_images\Aphid\321415022.jpg,Aphid
1412,preprocessed_images\Aphid\321415245.jpg,Aphid
1413,preprocessed_images\Aphid\321436551.jpg,Aphid
1414,preprocessed_images\Aphid\321439273.jpg,Aphid
1415,preprocessed_images\Aphid\321461880.jpg,Aphid
1416,preprocessed_images\Aphid\321464506.jpg,Aphid
1417,preprocessed_images\Aphid\321466473.jpg,Aphid
1418,preprocessed_images\Aphid\321467418.jpg,Aphid
1419,preprocessed_images\Aphid\321531581.jpg,Aphid
1420,preprocessed_images\Aphid\321567474.jpg,Aphid
1421,preprocessed_images\Aphid\321584877.jpg,Aphid
1422,preprocessed_images\Aphid\321586646.jpg,Aphid
1423,preprocessed_images\Aphid\321586756.jpg,Aphid
1424,preprocessed_images\Aphid\321595686.jpg,Aphid
1425,preprocessed_images\Aphid\321601279.jpg,Aphid
1426,preprocessed_images\Aphid\321605955.jpg,Aphid
1427,preprocessed_images\Aphid\321614292.jpg,Aphid
1428,preprocessed_images\Aphid\321617090.jpg,Aphid
1429,preprocessed_images\Aphid\321621158.jpg,Aphid
1430,preprocessed_images\Aphid\321624477.jpg,Aphid
1431,preprocessed_images\Aphid\321629423.jpg,Aphid
1432,preprocessed_images\Aphid\321674467.jpg,Aphid
1433,preprocessed_images\Aphid\321678296.jpg,Aphid
1434,preprocessed_images\Aphid\321678335.jpg,Aphid
1435,preprocessed_images\Aphid\321682347.jpg,Aphid
1436,preprocessed_images\Aphid\321693734.jpg,Aphid
1437,preprocessed_images\Aphid\321703615.jpg,Aphid
1438,preprocessed_images\Aphid\321707211.jpg,Aphid
1439,preprocessed_images\Aphid\321707240.jpg,Aphid
1440,preprocessed_images\Aphid\321707266.jpg,Aphid
1441,preprocessed_images\Aphid\321738669.jpg,Aphid
1442,preprocessed_images\Aphid\321742429.jpg,Aphid
1443,preprocessed_images\Aphid\321742710.jpg,Aphid
1444,preprocessed_images\Aphid\321744698.jpg,Aphid
1445,preprocessed_images\Aphid\321775578.jpg,Aphid
1446,preprocessed_images\Aphid\321776613.jpg,Aphid
1447,preprocessed_images\Aphid\321776618.jpg,Aphid
1448,preprocessed_images\Aphid\321778375.jpg,Aphid
1449,preprocessed_images\Aphid\321780974.jpg,Aphid
1450,preprocessed_images\Aphid\321780991.jpg,Aphid
1451,preprocessed_images\Aphid\321781007.jpg,Aphid
1452,preprocessed_images\Aphid\321781021.jpg,Aphid
1453,preprocessed_images\Aphid\321851168.jpg,Aphid
1454,preprocessed_images\Aphid\321851210.jpg,Aphid
1455,preprocessed_images\Aphid\321858998.jpg,Aphid
1456,preprocessed_images\Aphid\321860084.jpg,Aphid
1457,preprocessed_images\Aphid\321881293.jpg,Aphid
1458,preprocessed_images\Aphid\321883978.jpg,Aphid
1459,preprocessed_images\Aphid\321884092.jpg,Aphid
1460,preprocessed_images\Aphid\321885470.jpg,Aphid
1461,preprocessed_images\Aphid\321896687.jpg,Aphid
1462,preprocessed_images\Aphid\321906910.jpg,Aphid
1463,preprocessed_images\Aphid\321907216.jpg,Aphid
1464,preprocessed_images\Aphid\321932197.jpg,Aphid
1465,preprocessed_images\Aphid\321939290.jpg,Aphid
1466,preprocessed_images\Aphid\321941232.jpg,Aphid
1467,preprocessed_images\Aphid\321944665.jpg,Aphid
1468,preprocessed_images\Aphid\321950701.jpg,Aphid
1469,preprocessed_images\Aphid\321950818.jpg,Aphid
1470,preprocessed_images\Aphid\321950909.jpg,Aphid
1471,preprocessed_images\Aphid\321950996.jpg,Aphid
1472,preprocessed_images\Aphid\321962178.jpg,Aphid
1473,preprocessed_images\Aphid\321990797.jpg,Aphid
1474,preprocessed_images\Aphid\322003902.jpg,Aphid
1475,preprocessed_images\Aphid\322004078.jpg,Aphid
1476,preprocessed_images\Aphid\322007733.jpg,Aphid
1477,preprocessed_images\Aphid\322007748.jpg,Aphid
1478,preprocessed_images\Aphid\322039825.jpg,Aphid
1479,preprocessed_images\Aphid\322039841.jpg,Aphid
1480,preprocessed_images\Aphid\322106076.jpg,Aphid
1481,preprocessed_images\Aphid\322106181.jpg,Aphid
1482,preprocessed_images\Aphid\322131390.jpg,Aphid
1483,preprocessed_images\Aphid\322131447.jpg,Aphid
1484,preprocessed_images\Aphid\322131511.jpg,Aphid
1485,preprocessed_images\Aphid\322131589.jpg,Aphid
1486,preprocessed_images\Aphid\322132755.jpg,Aphid
1487,preprocessed_images\Aphid\322132838.jpg,Aphid
1488,preprocessed_images\Aphid\322132895.jpg,Aphid
1489,preprocessed_images\Aphid\322154597.jpg,Aphid
1490,preprocessed_images\Aphid\322154642.jpg,Aphid
1491,preprocessed_images\Aphid\322181061.jpg,Aphid
1492,preprocessed_images\Aphid\322200393.jpg,Aphid
1493,preprocessed_images\Aphid\322212386.jpg,Aphid
1494,preprocessed_images\Aphid\322212436.jpg,Aphid
1495,preprocessed_images\Aphid\322212490.jpg,Aphid
1496,preprocessed_images\Aphid\322217189.jpg,Aphid
1497,preprocessed_images\Aphid\322238584.jpg,Aphid
1498,preprocessed_images\Aphid\322255334.jpg,Aphid
1499,preprocessed_images\Aphid\322258046.jpg,Aphid
1500,preprocessed_images\Aphid\322258421.jpg,Aphid
1501,preprocessed_images\Aphid\322262160.jpg,Aphid
1502,preprocessed_images\Aphid\322273239.jpg,Aphid
1503,preprocessed_images\Aphid\322471829.jpg,Aphid
1504,preprocessed_images\Aphid\322472076.jpg,Aphid
1505,preprocessed_images\Aphid\322472338.jpg,Aphid
1506,preprocessed_images\Aphid\322472721.jpg,Aphid
1507,preprocessed_images\Aphid\322472930.jpg,Aphid
1508,preprocessed_images\Aphid\322473202.jpg,Aphid
1509,preprocessed_images\Armyworm_Moth\302710829.jpg,Armyworm_Moth
1510,preprocessed_images\Armyworm_Moth\302720244.jpg,Armyworm_Moth
1511,preprocessed_images\Armyworm_Moth\302757338.jpg,Armyworm_Moth
1512,preprocessed_images\Armyworm_Moth\302804217.jpg,Armyworm_Moth
1513,preprocessed_images\Armyworm_Moth\302813555.jpg,Armyworm_Moth
1514,preprocessed_images\Armyworm_Moth\302854944.jpg,Armyworm_Moth
1515,preprocessed_images\Armyworm_Moth\302867349.jpg,Armyworm_Moth
1516,preprocessed_images\Armyworm_Moth\302891264.jpg,Armyworm_Moth
1517,preprocessed_images\Armyworm_Moth\302955643.jpg,Armyworm_Moth
1518,preprocessed_images\Armyworm_Moth\302974454.jpg,Armyworm_Moth
1519,preprocessed_images\Armyworm_Moth\302979507.jpg,Armyworm_Moth
1520,preprocessed_images\Armyworm_Moth\302979528.jpg,Armyworm_Moth
1521,preprocessed_images\Armyworm_Moth\302990491.jpg,Armyworm_Moth
1522,preprocessed_images\Armyworm_Moth\303004205.jpg,Armyworm_Moth
1523,preprocessed_images\Armyworm_Moth\303008467.jpg,Armyworm_Moth
1524,preprocessed_images\Armyworm_Moth\303008473.jpg,Armyworm_Moth
1525,preprocessed_images\Armyworm_Moth\303008485.jpg,Armyworm_Moth
1526,preprocessed_images\Armyworm_Moth\303012033.jpg,Armyworm_Moth
1527,preprocessed_images\Armyworm_Moth\303012982.jpg,Armyworm_Moth
1528,preprocessed_images\Armyworm_Moth\303018428.jpg,Armyworm_Moth
1529,preprocessed_images\Armyworm_Moth\303028165.jpg,Armyworm_Moth
1530,preprocessed_images\Armyworm_Moth\303047332.jpg,Armyworm_Moth
1531,preprocessed_images\Armyworm_Moth\303076854.jpg,Armyworm_Moth
1532,preprocessed_images\Armyworm_Moth\303095104.jpg,Armyworm_Moth
1533,preprocessed_images\Armyworm_Moth\303095126.jpg,Armyworm_Moth
1534,preprocessed_images\Armyworm_Moth\303095153.jpg,Armyworm_Moth
1535,preprocessed_images\Armyworm_Moth\303122214.jpg,Armyworm_Moth
1536,preprocessed_images\Armyworm_Moth\303158734.jpg,Armyworm_Moth
1537,preprocessed_images\Armyworm_Moth\303163003.jpg,Armyworm_Moth
1538,preprocessed_images\Armyworm_Moth\303175233.jpg,Armyworm_Moth
1539,preprocessed_images\Armyworm_Moth\303181794.jpg,Armyworm_Moth
1540,preprocessed_images\Armyworm_Moth\303181822.jpg,Armyworm_Moth
1541,preprocessed_images\Armyworm_Moth\303182043.jpg,Armyworm_Moth
1542,preprocessed_images\Armyworm_Moth\303182184.jpg,Armyworm_Moth
1543,preprocessed_images\Armyworm_Moth\303250938.jpg,Armyworm_Moth
1544,preprocessed_images\Armyworm_Moth\303313393.jpg,Armyworm_Moth
1545,preprocessed_images\Armyworm_Moth\303313418.jpg,Armyworm_Moth
1546,preprocessed_images\Armyworm_Moth\303326648.jpg,Armyworm_Moth
1547,preprocessed_images\Armyworm_Moth\303332140.jpg,Armyworm_Moth
1548,preprocessed_images\Armyworm_Moth\303358456.jpg,Armyworm_Moth
1549,preprocessed_images\Armyworm_Moth\303358488.jpg,Armyworm_Moth
1550,preprocessed_images\Armyworm_Moth\303358519.jpg,Armyworm_Moth
1551,preprocessed_images\Armyworm_Moth\303358556.jpg,Armyworm_Moth
1552,preprocessed_images\Armyworm_Moth\303377085.jpg,Armyworm_Moth
1553,preprocessed_images\Armyworm_Moth\303381784.jpg,Armyworm_Moth
1554,preprocessed_images\Armyworm_Moth\303388631.jpg,Armyworm_Moth
1555,preprocessed_images\Armyworm_Moth\303392694.jpg,Armyworm_Moth
1556,preprocessed_images\Armyworm_Moth\303397359.jpg,Armyworm_Moth
1557,preprocessed_images\Armyworm_Moth\303397391.jpg,Armyworm_Moth
1558,preprocessed_images\Armyworm_Moth\303420190.jpg,Armyworm_Moth
1559,preprocessed_images\Armyworm_Moth\303420262.jpg,Armyworm_Moth
1560,preprocessed_images\Armyworm_Moth\303420847.jpg,Armyworm_Moth
1561,preprocessed_images\Armyworm_Moth\303529114.jpg,Armyworm_Moth
1562,preprocessed_images\Armyworm_Moth\303529189.jpg,Armyworm_Moth
1563,preprocessed_images\Armyworm_Moth\303529275.jpg,Armyworm_Moth
1564,preprocessed_images\Armyworm_Moth\303547332.jpg,Armyworm_Moth
1565,preprocessed_images\Armyworm_Moth\303547409.jpg,Armyworm_Moth
1566,preprocessed_images\Armyworm_Moth\303547424.jpg,Armyworm_Moth
1567,preprocessed_images\Armyworm_Moth\303550701.jpg,Armyworm_Moth
1568,preprocessed_images\Armyworm_Moth\303550874.jpg,Armyworm_Moth
1569,preprocessed_images\Armyworm_Moth\303553963.jpg,Armyworm_Moth
1570,preprocessed_images\Armyworm_Moth\303554813.jpg,Armyworm_Moth
1571,preprocessed_images\Armyworm_Moth\303570175.jpg,Armyworm_Moth
1572,preprocessed_images\Armyworm_Moth\303583192.jpg,Armyworm_Moth
1573,preprocessed_images\Armyworm_Moth\303583237.jpg,Armyworm_Moth
1574,preprocessed_images\Armyworm_Moth\303596806.jpg,Armyworm_Moth
1575,preprocessed_images\Armyworm_Moth\303596946.jpg,Armyworm_Moth
1576,preprocessed_images\Armyworm_Moth\303635005.jpg,Armyworm_Moth
1577,preprocessed_images\Armyworm_Moth\303663672.jpg,Armyworm_Moth
1578,preprocessed_images\Armyworm_Moth\303686023.jpg,Armyworm_Moth
1579,preprocessed_images\Armyworm_Moth\303712816.jpg,Armyworm_Moth
1580,preprocessed_images\Armyworm_Moth\303713054.jpg,Armyworm_Moth
1581,preprocessed_images\Armyworm_Moth\303713186.jpg,Armyworm_Moth
1582,preprocessed_images\Armyworm_Moth\303725767.jpg,Armyworm_Moth
1583,preprocessed_images\Armyworm_Moth\303745226.jpg,Armyworm_Moth
1584,preprocessed_images\Armyworm_Moth\303745774.jpg,Armyworm_Moth
1585,preprocessed_images\Armyworm_Moth\303751030.jpg,Armyworm_Moth
1586,preprocessed_images\Armyworm_Moth\303753081.jpg,Armyworm_Moth
1587,preprocessed_images\Armyworm_Moth\303824739.jpg,Armyworm_Moth
1588,preprocessed_images\Armyworm_Moth\303825826.jpg,Armyworm_Moth
1589,preprocessed_images\Armyworm_Moth\303861342.jpg,Armyworm_Moth
1590,preprocessed_images\Armyworm_Moth\303861366.jpg,Armyworm_Moth
1591,preprocessed_images\Armyworm_Moth\303865190.jpg,Armyworm_Moth
1592,preprocessed_images\Armyworm_Moth\303887364.jpg,Armyworm_Moth
1593,preprocessed_images\Armyworm_Moth\303900033.jpg,Armyworm_Moth
1594,preprocessed_images\Armyworm_Moth\303903225.jpg,Armyworm_Moth
1595,preprocessed_images\Armyworm_Moth\303906764.jpg,Armyworm_Moth
1596,preprocessed_images\Armyworm_Moth\303925210.jpg,Armyworm_Moth
1597,preprocessed_images\Armyworm_Moth\303946941.jpg,Armyworm_Moth
1598,preprocessed_images\Armyworm_Moth\303947632.jpg,Armyworm_Moth
1599,preprocessed_images\Armyworm_Moth\303978889.jpg,Armyworm_Moth
1600,preprocessed_images\Armyworm_Moth\303978918.jpg,Armyworm_Moth
1601,preprocessed_images\Armyworm_Moth\303978949.jpg,Armyworm_Moth
1602,preprocessed_images\Armyworm_Moth\304018058.jpg,Armyworm_Moth
1603,preprocessed_images\Armyworm_Moth\304025322.jpg,Armyworm_Moth
1604,preprocessed_images\Armyworm_Moth\304032801.jpg,Armyworm_Moth
1605,preprocessed_images\Armyworm_Moth\304042023.jpg,Armyworm_Moth
1606,preprocessed_images\Armyworm_Moth\304061293.jpg,Armyworm_Moth
1607,preprocessed_images\Armyworm_Moth\304067206.jpg,Armyworm_Moth
1608,preprocessed_images\Armyworm_Moth\304067384.jpg,Armyworm_Moth
1609,preprocessed_images\Armyworm_Moth\304068006.jpg,Armyworm_Moth
1610,preprocessed_images\Armyworm_Moth\304068022.jpg,Armyworm_Moth
1611,preprocessed_images\Armyworm_Moth\304068810.jpg,Armyworm_Moth
1612,preprocessed_images\Armyworm_Moth\304071088.jpg,Armyworm_Moth
1613,preprocessed_images\Armyworm_Moth\304084856.jpg,Armyworm_Moth
1614,preprocessed_images\Armyworm_Moth\304097866.jpg,Armyworm_Moth
1615,preprocessed_images\Armyworm_Moth\304128685.jpg,Armyworm_Moth
1616,preprocessed_images\Armyworm_Moth\304128696.jpg,Armyworm_Moth
1617,preprocessed_images\Armyworm_Moth\304128705.jpg,Armyworm_Moth
1618,preprocessed_images\Armyworm_Moth\304138929.jpg,Armyworm_Moth
1619,preprocessed_images\Armyworm_Moth\304138959.jpg,Armyworm_Moth
1620,preprocessed_images\Armyworm_Moth\304145692.jpg,Armyworm_Moth
1621,preprocessed_images\Armyworm_Moth\304145764.jpg,Armyworm_Moth
1622,preprocessed_images\Armyworm_Moth\304145876.jpg,Armyworm_Moth
1623,preprocessed_images\Armyworm_Moth\304145928.jpg,Armyworm_Moth
1624,preprocessed_images\Armyworm_Moth\304200423.jpg,Armyworm_Moth
1625,preprocessed_images\Armyworm_Moth\304236815.jpg,Armyworm_Moth
1626,preprocessed_images\Armyworm_Moth\304302597.jpg,Armyworm_Moth
1627,preprocessed_images\Armyworm_Moth\304326859.jpg,Armyworm_Moth
1628,preprocessed_images\Armyworm_Moth\304332974.jpg,Armyworm_Moth
1629,preprocessed_images\Armyworm_Moth\304339998.jpg,Armyworm_Moth
1630,preprocessed_images\Armyworm_Moth\304350138.jpg,Armyworm_Moth
1631,preprocessed_images\Armyworm_Moth\304350701.jpg,Armyworm_Moth
1632,preprocessed_images\Armyworm_Moth\304357967.jpg,Armyworm_Moth
1633,preprocessed_images\Armyworm_Moth\304358211.jpg,Armyworm_Moth
1634,preprocessed_images\Armyworm_Moth\304360883.jpg,Armyworm_Moth
1635,preprocessed_images\Armyworm_Moth\304367490.jpg,Armyworm_Moth
1636,preprocessed_images\Armyworm_Moth\304382880.jpg,Armyworm_Moth
1637,preprocessed_images\Armyworm_Moth\304382899.jpg,Armyworm_Moth
1638,preprocessed_images\Armyworm_Moth\304453058.jpg,Armyworm_Moth
1639,preprocessed_images\Armyworm_Moth\304511665.jpg,Armyworm_Moth
1640,preprocessed_images\Armyworm_Moth\304644805.jpg,Armyworm_Moth
1641,preprocessed_images\Armyworm_Moth\304650660.jpg,Armyworm_Moth
1642,preprocessed_images\Armyworm_Moth\304674999.jpg,Armyworm_Moth
1643,preprocessed_images\Armyworm_Moth\304675053.jpg,Armyworm_Moth
1644,preprocessed_images\Armyworm_Moth\304692852.jpg,Armyworm_Moth
1645,preprocessed_images\Armyworm_Moth\304692869.jpg,Armyworm_Moth
1646,preprocessed_images\Armyworm_Moth\304724658.jpg,Armyworm_Moth
1647,preprocessed_images\Armyworm_Moth\304733428.jpg,Armyworm_Moth
1648,preprocessed_images\Armyworm_Moth\304773067.jpg,Armyworm_Moth
1649,preprocessed_images\Armyworm_Moth\304778654.jpg,Armyworm_Moth
1650,preprocessed_images\Armyworm_Moth\304784374.jpg,Armyworm_Moth
1651,preprocessed_images\Armyworm_Moth\304784413.jpg,Armyworm_Moth
1652,preprocessed_images\Armyworm_Moth\304839932.jpg,Armyworm_Moth
1653,preprocessed_images\Armyworm_Moth\304839956.jpg,Armyworm_Moth
1654,preprocessed_images\Armyworm_Moth\304859232.jpg,Armyworm_Moth
1655,preprocessed_images\Armyworm_Moth\304859259.jpg,Armyworm_Moth
1656,preprocessed_images\Armyworm_Moth\304979712.jpg,Armyworm_Moth
1657,preprocessed_images\Armyworm_Moth\304981543.jpg,Armyworm_Moth
1658,preprocessed_images\Armyworm_Moth\305000266.jpg,Armyworm_Moth
1659,preprocessed_images\Armyworm_Moth\305032089.jpg,Armyworm_Moth
1660,preprocessed_images\Armyworm_Moth\305064825.jpg,Armyworm_Moth
1661,preprocessed_images\Armyworm_Moth\305107186.jpg,Armyworm_Moth
1662,preprocessed_images\Armyworm_Moth\305119890.jpg,Armyworm_Moth
1663,preprocessed_images\Armyworm_Moth\305154619.jpg,Armyworm_Moth
1664,preprocessed_images\Armyworm_Moth\305158321.jpg,Armyworm_Moth
1665,preprocessed_images\Armyworm_Moth\305172451.jpg,Armyworm_Moth
1666,preprocessed_images\Armyworm_Moth\305200692.jpg,Armyworm_Moth
1667,preprocessed_images\Armyworm_Moth\305200717.jpg,Armyworm_Moth
1668,preprocessed_images\Armyworm_Moth\305207139.jpg,Armyworm_Moth
1669,preprocessed_images\Armyworm_Moth\305223005.jpg,Armyworm_Moth
1670,preprocessed_images\Armyworm_Moth\305229544.jpg,Armyworm_Moth
1671,preprocessed_images\Armyworm_Moth\305229552.jpg,Armyworm_Moth
1672,preprocessed_images\Armyworm_Moth\305282996.jpg,Armyworm_Moth
1673,preprocessed_images\Armyworm_Moth\305291112.jpg,Armyworm_Moth
1674,preprocessed_images\Armyworm_Moth\305298070.jpg,Armyworm_Moth
1675,preprocessed_images\Armyworm_Moth\305298096.jpg,Armyworm_Moth
1676,preprocessed_images\Armyworm_Moth\305300432.jpg,Armyworm_Moth
1677,preprocessed_images\Armyworm_Moth\305300449.jpg,Armyworm_Moth
1678,preprocessed_images\Armyworm_Moth\305312002.jpg,Armyworm_Moth
1679,preprocessed_images\Armyworm_Moth\305336407.jpg,Armyworm_Moth
1680,preprocessed_images\Armyworm_Moth\305336426.jpg,Armyworm_Moth
1681,preprocessed_images\Armyworm_Moth\305336447.jpg,Armyworm_Moth
1682,preprocessed_images\Armyworm_Moth\305336470.jpg,Armyworm_Moth
1683,preprocessed_images\Armyworm_Moth\305348336.jpg,Armyworm_Moth
1684,preprocessed_images\Armyworm_Moth\305353746.jpg,Armyworm_Moth
1685,preprocessed_images\Armyworm_Moth\305353898.jpg,Armyworm_Moth
1686,preprocessed_images\Armyworm_Moth\305380041.jpg,Armyworm_Moth
1687,preprocessed_images\Armyworm_Moth\305380154.jpg,Armyworm_Moth
1688,preprocessed_images\Armyworm_Moth\305432127.jpg,Armyworm_Moth
1689,preprocessed_images\Armyworm_Moth\305454868.jpg,Armyworm_Moth
1690,preprocessed_images\Armyworm_Moth\305462653.jpg,Armyworm_Moth
